Transaction_ID,Customer_Name,Gender,Join_Date,Customer_Age,Income_USD,Purchase_Amount,Product_Category,Country
TXN-1845,Laura Croft,female,11/04/2022,42.0,"$120,000.50",147.02,Clothing,USA
TXN-1846,David BECKHAM,female,2020/07/19,150.0,nan,76.82,Electronics,U.S.A.
TXN-1847,emily WATSON ,Male,03/22/2021,45.0,"$45,000.00",366.73,Clothing,UK
TXN-1848,Laura Croft,Female,2023.05.10,26.0,"$150,000.00",408.44,ELECTRONICS,United States
TXN-1849,ANNA KOURNIKOVA,Male,11/04/2022,,"$62,500",136.16,electronics,USA
TXN-1850,  sarah CONNOR  ,male,nan,,"$45,000.00",389.47, Home & Kitchen ,CAN
TXN-1851,emily WATSON ,female,2022-01-15,18.0,"$62,500",198.92,Electronics,United Kingdom
TXN-1852,emily WATSON ,female,2023.05.10,46.0,"$150,000.00",258.28,Beauty,UK
TXN-1853,ANNA KOURNIKOVA,Female,15-Aug-2020,," $85,000 ",429.44,Clothing,Germany
TXN-1854,ANNA KOURNIKOVA,Female,08-11-2019,39.0,"$150,000.00",377.48,clothing,United States
TXN-1855,John Smith,Male,2023.05.10,33.0,UNKNOWN,404.51,nan,nan
TXN-1856,Laura Croft,Male,2022-01-15,58.0,nan,77.05,clothing,CAN
TXN-1857,ANNA KOURNIKOVA,Male,11/04/2022,68.0,nan,44.16,Electronics,nan
TXN-1858,Michael Jordan,Male,2021-12-01,61.0,"$95,000.00",447.77,cloths,Germany
TXN-1859,  Chris Hemsworth  ,male,2022-01-15,68.0,"$45,000.00",200.04, Home & Kitchen ,USA
TXN-1860,  sarah CONNOR  ,male,08-11-2019,150.0,"$95,000.00",151.06,electronics,Canada
TXN-1861,Laura Croft,male,03/22/2021,58.0,UNKNOWN,365.1,Beauty,CAN
TXN-1862,nan,Male,2023.05.10,24.0,"$150,000.00",419.84,cloths,US
TXN-1863,Michael Jordan,Female,15-Aug-2020,31.0,nan,432.62,clothing,U.S.A.
TXN-1864,David BECKHAM,female,11/04/2022,46.0,"$32,000",164.84,Clothing,US
TXN-1865,ANNA KOURNIKOVA,male,15-Aug-2020,36.0,"$150,000.00",427.58,Clothing,Canada
TXN-1866,nan,f,08-11-2019,36.0,"$150,000.00",30.06,cloths,Germany
TXN-1867,ANNA KOURNIKOVA,female,11/04/2022,19.0,UNKNOWN,34.33,Clothing,US
TXN-1868,emily WATSON ,Male,11/04/2022,58.0," $85,000 ",315.52,clothing,United Kingdom
TXN-1869,Michael Jordan,female,2021-12-01,62.0,"$62,500",40.92,cloths,CAN
TXN-1870,emily WATSON ,Female,2021-12-01,32.0,UNKNOWN,169.06,clothing,United Kingdom
TXN-1871,John Smith,Female,2022-01-15,20.0,"$62,500",339.65,Beauty,United States
TXN-1872,emily WATSON ,male,15-Aug-2020,28.0,nan,175.26, Home & Kitchen ,Canada
TXN-1873,John Smith,Female,2020/07/19,-5.0,UNKNOWN,98.0,nan,United States
TXN-1874,John Smith,male,2022-01-15,63.0,"$62,500",147.86,Beauty,United States
TXN-1875,nan,Female,11/04/2022,47.0,"$95,000.00",234.21,Beauty,United States
TXN-1876,ANNA KOURNIKOVA,Female,INVALID_DATE,,UNKNOWN,,Clothing,USA
TXN-1877,David BECKHAM,Female,2022-01-15,57.0,nan,393.67,Electronics,USA
TXN-1878,emily WATSON ,Female,11/04/2022,35.0,UNKNOWN,377.58,beauty,Canada
TXN-1879,Michael Jordan,Female,2023.05.10,68.0,nan,,Clothing,UK
TXN-1880,John Smith,Male,2023.05.10,65.0,UNKNOWN,424.38,Electronics,US
TXN-1881,ANNA KOURNIKOVA,Male,2022-01-15,19.0,"$62,500",65.98,clothing,USA
TXN-1882,  sarah CONNOR  ,female,2022-01-15,49.0," $85,000 ",135.12,beauty,nan
TXN-1883,Laura Croft,male,11/04/2022,25.0,"$55,000",415.71,Clothing,United Kingdom
TXN-1884,nan,Male,2021-12-01,39.0,"$62,500",195.22,beauty,USA
TXN-1885,David BECKHAM,Male,2021-12-01,23.0,"$45,000.00",490.78,beauty,Germany
TXN-1886,  robert DOWNEY ,Male,2023.05.10,29.0,"$120,000.50",238.46,ELECTRONICS,United States
TXN-1887,nan,nan,2022-01-15,64.0," $85,000 ",398.05, Home & Kitchen ,USA
TXN-1888,  sarah CONNOR  ,Female,11/04/2022,,"$95,000.00",207.13,ELECTRONICS,Canada
TXN-1889,Laura Croft,f,03/22/2021,57.0,"$150,000.00",218.23,Electronics,United Kingdom
TXN-1890,  sarah CONNOR  ,Female,08-11-2019,53.0,"$62,500",,electronics,United Kingdom
TXN-1891,emily WATSON ,m,2021-12-01,32.0,UNKNOWN,362.35,cloths,UK
TXN-1892,John Smith,male,11/04/2022,45.0,"$62,500",278.28,nan,U.S.A.
TXN-1893,David BECKHAM,Female,2020/07/19,69.0,"$32,000",472.45,electronics,U.S.A.
TXN-1894,  Chris Hemsworth  ,Male,2022-01-15,," $85,000 ",132.94,cloths,US
TXN-1895,John Smith,F,11/04/2022,66.0,"$55,000",59.28,Electronics,nan
TXN-1896,  Chris Hemsworth  ,female,15-Aug-2020,62.0,"$95,000.00",202.7,Electronics,CAN
TXN-1897,Laura Croft,male,08-11-2019,35.0,"$32,000",312.19,clothing,Canada
TXN-1898,ANNA KOURNIKOVA,nan,03/22/2021,19.0,nan,431.79,nan,Germany
TXN-1899,  robert DOWNEY ,female,11/04/2022,30.0,"$32,000",179.64, Home & Kitchen ,USA
TXN-1900,Michael Jordan,Female,08-11-2019,62.0,"$62,500",330.36,beauty,Canada
TXN-1901,John Smith,Male,2022-01-15,150.0,"$95,000.00",181.6,ELECTRONICS,nan
TXN-1902,David BECKHAM,m,15-Aug-2020,32.0,"$62,500",312.44,ELECTRONICS,U.S.A.
TXN-1903,  sarah CONNOR  ,Female,2021-12-01,37.0,nan,443.56,Electronics,Canada
TXN-1904,David BECKHAM,Male,2023.05.10,46.0,"$150,000.00",123.37,ELECTRONICS,USA
TXN-1905,Laura Croft,Male,03/22/2021,59.0,"$95,000.00",208.08,Electronics,UK
TXN-1906,  Chris Hemsworth  ,female,03/22/2021,46.0,"$150,000.00",496.7,beauty,US
TXN-1907,  sarah CONNOR  ,Male,2022-01-15,20.0," $85,000 ",435.59,Electronics,UK
TXN-1908,Michael Jordan,Female,08-11-2019,36.0," $85,000 ",286.67,clothing,U.S.A.
TXN-1909,Michael Jordan,f,2023.05.10,20.0,"$150,000.00",263.15, Home & Kitchen ,United States
TXN-1910,John Smith,female,2022-01-15,150.0," $85,000 ",149.45,Beauty,U.S.A.
TXN-1911,Laura Croft,male,15-Aug-2020,31.0,"$95,000.00",263.43,Clothing,US
TXN-1912,ANNA KOURNIKOVA,female,15-Aug-2020,57.0,UNKNOWN,425.61, Home & Kitchen ,USA
TXN-1913,Laura Croft,Male,03/22/2021,200.0,"$45,000.00",345.74, Home & Kitchen ,nan
TXN-1914,  Chris Hemsworth  ,Male,15-Aug-2020,21.0," $85,000 ",152.12,electronics,CAN
TXN-1915,David BECKHAM,Female,15-Aug-2020,69.0," $85,000 ",108.72,nan,UK
TXN-1916,Michael Jordan,male,15-Aug-2020,28.0,"$62,500",139.95,nan,U.S.A.
TXN-1917,David BECKHAM,male,11/04/2022,48.0,"$150,000.00",93.18,cloths,nan
TXN-1918,David BECKHAM,Female,03/22/2021,60.0,"$120,000.50",56.86,Clothing,UK
TXN-1919,David BECKHAM,Male,11/04/2022,49.0,"$55,000",215.38,beauty,U.S.A.
TXN-1920,Michael Jordan,Male,2023.05.10,44.0,"$32,000",65.52,Beauty,US
TXN-1921,nan,Female,2023.05.10,47.0," $85,000 ",94.24,Beauty,UK
TXN-1922,emily WATSON ,female,11/04/2022,60.0,"$32,000",278.19,nan,U.S.A.
TXN-1923,  Chris Hemsworth  ,Female,2023.05.10,19.0,"$95,000.00",90.65, Home & Kitchen ,USA
TXN-1924,nan,male,08-11-2019,66.0,"$120,000.50",41.3,clothing,US
TXN-1925,  Chris Hemsworth  ,M,11/04/2022,26.0,"$55,000",165.52,cloths,nan
TXN-1926,  sarah CONNOR  ,Male,2023.05.10,45.0,"$150,000.00",117.96,Electronics,nan
TXN-1927,Laura Croft,Male,2021-12-01,48.0,"$45,000.00",262.5,cloths,CAN
TXN-1928,Laura Croft,female,11/04/2022,51.0,"$55,000",60.16,electronics,Canada
TXN-1929,  robert DOWNEY ,male,03/22/2021,,"$55,000",378.37,cloths,United States
TXN-1930,Laura Croft,Male,03/22/2021,32.0,"$45,000.00",454.05, Home & Kitchen ,USA
TXN-1931,Michael Jordan,Female,03/22/2021,65.0,UNKNOWN,374.28,beauty,US
TXN-1932,ANNA KOURNIKOVA,Female,08-11-2019,42.0,"$150,000.00",271.09, Home & Kitchen ,UK
TXN-1933,John Smith,Female,11/04/2022,53.0,"$62,500",431.73,nan,nan
TXN-1934,  robert DOWNEY ,Male,2020/07/19,25.0,"$32,000",350.51,beauty,USA
TXN-1935,John Smith,Male,11/04/2022,26.0," $85,000 ",15.17,ELECTRONICS,US
TXN-1936,  Chris Hemsworth  ,Male,2023.05.10,54.0,"$55,000",203.1,beauty,US
TXN-1937,John Smith,Male,2022-01-15,65.0,"$95,000.00",426.97,cloths,UK
TXN-1938,John Smith,Female,11/04/2022,62.0,"$45,000.00",179.47,cloths,US
TXN-1939,  robert DOWNEY ,female,2023.05.10,56.0,"$32,000",27.26,cloths,Germany
TXN-1940,  sarah CONNOR  ,Female,nan,49.0,"$120,000.50",375.63,ELECTRONICS,USA
TXN-1941,David BECKHAM,female,03/22/2021,69.0,"$45,000.00",403.0,nan,U.S.A.
TXN-1942,Laura Croft,M,2023.05.10,34.0,"$120,000.50",88.69,Electronics,nan
TXN-1943,Laura Croft,Female,11/04/2022,52.0,"$150,000.00",273.3,Clothing,nan
TXN-1944,Michael Jordan,male,11/04/2022,54.0,"$55,000",104.06,nan,U.S.A.
TXN-1945,  robert DOWNEY ,Female,2023.05.10,36.0,"$95,000.00",362.42,cloths,USA
TXN-1946,Michael Jordan,Female,2021-12-01,61.0," $85,000 ",143.06,nan,United States
TXN-1947,ANNA KOURNIKOVA,Male,03/22/2021,46.0,"$120,000.50",164.95,electronics,USA
TXN-1948,ANNA KOURNIKOVA,male,11/04/2022,24.0,"$32,000",424.04,Beauty,United Kingdom
TXN-1949,Michael Jordan,nan,11/04/2022,45.0,UNKNOWN,243.4,Beauty,US
TXN-1950,  robert DOWNEY ,Male,08-11-2019,26.0,"$150,000.00",338.18,Clothing,Canada
TXN-1951,Michael Jordan,Male,2021-12-01,45.0,UNKNOWN,207.16,Clothing,UK
TXN-1952,Laura Croft,M,15-Aug-2020,23.0,"$150,000.00",156.02,Electronics,Germany
TXN-1953,nan,female,03/22/2021,46.0,"$62,500",316.48,electronics,Canada
TXN-1954,emily WATSON ,Female,nan,34.0,"$32,000",85.88, Home & Kitchen ,U.S.A.
TXN-1955,John Smith,Female,2023.05.10,33.0,UNKNOWN,192.77,nan,UK
TXN-1956,emily WATSON ,Male,08-11-2019,40.0,"$95,000.00",112.43,beauty,UK
TXN-1957,  robert DOWNEY ,Female,03/22/2021,48.0,"$55,000",350.94,beauty,UK
TXN-1958,emily WATSON ,male,11/04/2022,20.0,"$45,000.00",472.66, Home & Kitchen ,nan
TXN-1959,ANNA KOURNIKOVA,female,2021-12-01,38.0," $85,000 ",497.8,Beauty,Germany
TXN-1960,  Chris Hemsworth  ,Female,2020/07/19,43.0,"$55,000",230.64, Home & Kitchen ,nan
TXN-1961,John Smith,Male,15-Aug-2020,53.0,"$55,000",133.74,nan,US
TXN-1962,David BECKHAM,Male,11/04/2022,59.0,"$150,000.00",226.99,electronics,United Kingdom
TXN-1963,  robert DOWNEY ,Male,2023.05.10,54.0,"$95,000.00",425.16,cloths,CAN
TXN-1964,John Smith,male,2022-01-15,-5.0,"$150,000.00",110.94,ELECTRONICS,Germany
TXN-1965,emily WATSON ,male,11/04/2022,39.0,nan,476.53,cloths,Canada
TXN-1966,ANNA KOURNIKOVA,Female,11/04/2022,59.0,"$120,000.50",177.51,ELECTRONICS,US
TXN-1967,  sarah CONNOR  ,Female,2020/07/19,29.0," $85,000 ",493.04,beauty,USA
TXN-1968,nan,male,2023.05.10,59.0,"$120,000.50",420.92,Clothing,U.S.A.
TXN-1969,David BECKHAM,Male,03/22/2021,30.0,"$45,000.00",406.2,nan,United Kingdom
TXN-1970,nan,Male,2022-01-15,28.0,nan,165.77,cloths,US
TXN-1971,John Smith,female,15-Aug-2020,150.0,"$32,000",14.3, Home & Kitchen ,USA
TXN-1972,ANNA KOURNIKOVA,Male,15-Aug-2020,33.0,"$45,000.00",197.25,electronics,United Kingdom
TXN-1973,ANNA KOURNIKOVA,Female,2021-12-01,25.0,"$45,000.00",157.89,electronics,USA
TXN-1974,emily WATSON ,female,15-Aug-2020,57.0,"$62,500",28.32,Beauty,Germany
TXN-1975,Laura Croft,Female,2020/07/19,," $85,000 ",257.63,electronics,USA
TXN-1976,emily WATSON ,female,INVALID_DATE,57.0,"$150,000.00",207.49,electronics,United Kingdom
TXN-1977,Laura Croft,male,11/04/2022,62.0,"$95,000.00",320.93,Clothing,USA
TXN-1978,Laura Croft,nan,08-11-2019,19.0,"$120,000.50",314.38, Home & Kitchen ,Canada
TXN-1979,David BECKHAM,Male,2021-12-01,47.0,"$45,000.00",69.17,beauty,US
TXN-1980,emily WATSON ,Male,2023.05.10,47.0,"$120,000.50",488.71,electronics,United Kingdom
TXN-1981,  sarah CONNOR  ,Female,03/22/2021,29.0,"$120,000.50",101.6,beauty,Canada
TXN-1982,Michael Jordan,f,2023.05.10,27.0,"$32,000",228.18,Clothing,USA
TXN-1983,Michael Jordan,female,2023.05.10,61.0," $85,000 ",,electronics,USA
TXN-1984,emily WATSON ,Male,08-11-2019,28.0," $85,000 ",408.4,nan,UK
TXN-1985,emily WATSON ,male,2023.05.10,32.0,UNKNOWN,58.62,Beauty,United Kingdom
TXN-1986,nan,f,08-11-2019,33.0,"$55,000",220.04,cloths,Germany
TXN-1987,David BECKHAM,male,11/04/2022,34.0," $85,000 ",317.97,nan,USA
TXN-1988,emily WATSON ,female,2022-01-15,43.0,"$120,000.50",115.43,clothing,U.S.A.
TXN-1989,nan,female,nan,19.0,"$150,000.00",317.46,Electronics,nan
TXN-1990,Laura Croft,Female,2023.05.10,67.0,"$120,000.50",462.6,electronics,CAN
TXN-1991,ANNA KOURNIKOVA,male,15-Aug-2020,29.0,"$150,000.00",498.78,beauty,nan
TXN-1992,ANNA KOURNIKOVA,m,11/04/2022,68.0,UNKNOWN,25.9,Electronics,Germany
TXN-1993,Laura Croft,Male,2022-01-15,43.0,"$150,000.00",125.44,ELECTRONICS,US
TXN-1994,  robert DOWNEY ,F,11/04/2022,40.0," $85,000 ",162.05,electronics,United States
TXN-1995,nan,m,2023.05.10,35.0,"$32,000",205.57,clothing,U.S.A.
TXN-1996,nan,F,15-Aug-2020,49.0,"$150,000.00",128.71,Clothing,United States
TXN-1997,Laura Croft,Male,INVALID_DATE,66.0,"$120,000.50",109.71,Beauty,USA
TXN-1998,  sarah CONNOR  ,nan,2023.05.10,55.0,"$95,000.00",477.73,clothing,US
TXN-1999,  Chris Hemsworth  ,M,03/22/2021,," $85,000 ",460.08,beauty,Canada
TXN-1000,  robert DOWNEY ,male,2022-01-15,54.0,"$120,000.50",280.01,Beauty,U.S.A.
TXN-1001,emily WATSON ,Female,2022-01-15,42.0,"$150,000.00",266.55,Electronics,United Kingdom
TXN-1002,Laura Croft,Female,11/04/2022,35.0,"$120,000.50",148.31,nan,U.S.A.
TXN-1003,David BECKHAM,Male,11/04/2022,36.0,"$45,000.00",156.06,Electronics,United States
TXN-1004,  robert DOWNEY ,F,2021-12-01,40.0,"$32,000",146.14,Electronics,USA
TXN-1005,nan,female,2022-01-15,200.0,nan,388.04,cloths,USA
TXN-1006,Michael Jordan,Male,2022-01-15,55.0," $85,000 ",329.43,electronics,CAN
TXN-1007,  robert DOWNEY ,Female,2023.05.10,150.0,"$55,000",417.88,Electronics,U.S.A.
TXN-1008,Laura Croft,female,15-Aug-2020,35.0,"$150,000.00",487.98,cloths,UK
TXN-1009,David BECKHAM,male,2023.05.10,43.0,nan,242.34,electronics,CAN
TXN-1010,emily WATSON ,Male,nan,23.0,"$55,000",15000.0,cloths,Canada
TXN-1011,Laura Croft,Male,INVALID_DATE,21.0,"$32,000",33.57,nan,CAN
TXN-1012,Laura Croft,Male,2020/07/19,61.0," $85,000 ",154.88,beauty,CAN
TXN-1013,Michael Jordan,female,2021-12-01,68.0,"$55,000",466.95,electronics,United Kingdom
TXN-1014,ANNA KOURNIKOVA,F,15-Aug-2020,46.0,"$55,000",266.37, Home & Kitchen ,nan
TXN-1015,David BECKHAM,Male,15-Aug-2020,51.0,"$150,000.00",-50.0,beauty,United States
TXN-1016,  sarah CONNOR  ,Male,2023.05.10,34.0,"$95,000.00",205.59,nan,United Kingdom
TXN-1017,Laura Croft,Male,2021-12-01,60.0," $85,000 ",303.31,Electronics,USA
TXN-1018,ANNA KOURNIKOVA,Male,2022-01-15,60.0,nan,329.95,Beauty,USA
TXN-1019,  sarah CONNOR  ,female,15-Aug-2020,-5.0,"$32,000",85.42,nan,US
TXN-1020,David BECKHAM,male,2022-01-15,33.0," $85,000 ",488.75,cloths,US
TXN-1021,John Smith,male,2023.05.10,19.0,"$45,000.00",276.94,cloths,UK
TXN-1022,nan,Male,08-11-2019,51.0,"$95,000.00",76.49,cloths,USA
TXN-1023,ANNA KOURNIKOVA,Female,2021-12-01,200.0,"$45,000.00",447.88,cloths,nan
TXN-1024,  Chris Hemsworth  ,male,03/22/2021,25.0,"$32,000",46.57,nan,United Kingdom
TXN-1025,John Smith,female,INVALID_DATE,30.0,"$150,000.00",454.79,Beauty,Canada
TXN-1026,nan,Male,11/04/2022,59.0,"$150,000.00",498.32,ELECTRONICS,nan
TXN-1027,Michael Jordan,female,2022-01-15,25.0,"$32,000",353.21,cloths,US
TXN-1028,  robert DOWNEY ,Female,03/22/2021,47.0,"$120,000.50",387.52,ELECTRONICS,U.S.A.
TXN-1029,emily WATSON ,Male,03/22/2021,49.0,"$32,000",175.28,Beauty,nan
TXN-1030,  Chris Hemsworth  ,M,2022-01-15,53.0,"$95,000.00",471.37,Beauty,nan
TXN-1031,Michael Jordan,female,INVALID_DATE,64.0,"$62,500",269.56,beauty,nan
TXN-1032,David BECKHAM,F,2023.05.10,47.0,"$150,000.00",368.87,electronics,nan
TXN-1033,Michael Jordan,m,08-11-2019,18.0,UNKNOWN,462.81, Home & Kitchen ,nan
TXN-1034,  robert DOWNEY ,Female,15-Aug-2020,60.0,"$95,000.00",487.84,clothing,US
